Line,0
merged_relation/11762422-400-b+2,146
merged_relation/1208415-380-c+1,924
merged_relation/14096017-380-b+3,179
merged_relation/14096018-380-b+5,143
merged_relation/14592471-380-b+1,943
merged_relation/14592735-380-c+1,652
merged_relation/14650683-220-a+2,259
merged_relation/1636708-380-b+1,337
merged_relation/1735055-220-a+2,590
merged_relation/1735059-220-d+2,743
merged_relation/3693986-380-c+1,741
merged_relation/3883863-380-a+1,498
merged_relation/3916226-380-c+3,256
merged_relation/3926258-380-b+1,767
merged_relation/3943784-220+1,636
merged_relation/3948325-400-a+2,260
merged_relation/5410916-380-b+1,71
merged_relation/5465776-225+1,1693
merged_relation/5609696-380-a+3,247
merged_relation/5978210-220-a+1,205
merged_relation/5978213-220-a+1,221
merged_relation/5978223-220-a+1,166
merged_relation/6194778-225-b+4,1770
merged_relation/6196079-225+1,1681
merged_relation/6221844-400-a+1,1635
merged_relation/6266651-380+1,2651
merged_relation/6270034-380-c+2,2587
merged_relation/6272091-380-b+2,2938
merged_relation/6359579-400-a+1,2010
merged_relation/6430001-400-b+1,1867
merged_relation/6879072-225+1,1491
merged_relation/69489-380-a+1,320
merged_relation/8398061-225+1,1473
merged_relation/8423568-225-b+1,1397
merged_relation/8481942-225-e+4,1401
merged_way/100497456-400+1,1834
merged_way/100861731-400+1,2185
merged_way/101203873-220+1,2751
merged_way/1018376463-275+1,2462
merged_way/102885058-1-220+7,172
merged_way/1029008416-220+2,2967
merged_way/103881921-220+1,1390
merged_way/103961903-400+1,2156
merged_way/1054310286-400+2,3155
merged_way/105572022-1-380+2,765
merged_way/105572022-2-220+6,763
merged_way/105623757-220+2,76
merged_way/106509511-380+2,5
merged_way/106607617-220+8,718
merged_way/106607620-1-220+1,763
merged_way/106607816-1-220+1,3008
merged_way/106620935-1-380+1,585
merged_way/106694584-225+1,1625
merged_way/107175372-1-380+1,931
merged_way/107175372-2-220+1,931
merged_way/1072230175-1-380+2,733
merged_way/107686849-220+1,930
merged_way/108188242-1-220+3,598
merged_way/108388734-1-220+1,390
merged_way/108526478-2-220+2,509
merged_way/109195942-1-220+2,816
merged_way/109330042-1-380+8,522
merged_way/1093664414-380+7,707
merged_way/109507318-1-380+2,762
merged_way/109507318-2-220+1,762
merged_way/109563298-1-220+1,794
merged_way/109563300-1-220+1,793
merged_way/1098393180-380+1,684
merged_way/1106027181-275+1,2515
merged_way/1106689555-3-220+2,213
merged_way/1106689555-380+2,213
merged_way/111700589-220+2,1323
merged_way/111963058-3-220+7,555
merged_way/111963058-380+2,614
merged_way/1122891802-400+1,3164
merged_way/112454229-1-380+2,858
merged_way/112454229-2-220+1,856
merged_way/1131127616-1-380+1,634
merged_way/1131127622-380+1,836
merged_way/114377984-1-380+6,473
merged_way/114377984-2-220+4,941
merged_way/114438591-400+1,2179
merged_way/114984936-380+4,90
merged_way/115331559-225+2,1477
merged_way/1155109900-220+1,3044
merged_way/116697004-380+2,2600
merged_way/1167463572-225+1,1892
merged_way/117219267-400+2,2324
merged_way/117979290-1-400+2,1973
merged_way/117979290-2-225+2,1973
merged_way/118436919-380+1,540
merged_way/1185493736-380+1,395
merged_way/118904273-380+1,613
merged_way/119294906-275+1,2521
merged_way/119854574-225+1,1912
merged_way/119854592-225+1,1912
merged_way/120042944-220+1,1115
merged_way/120042960-220+1,1339
merged_way/120494099-220+10,702
merged_way/1205148002-220+1,2992
merged_way/121089541-225-a+2,1739
merged_way/121199247-2-220+3,890
merged_way/122910469-400-b+1,1462
merged_way/1241945684-1-380+1,566
merged_way/1247287581-1-400+1,1185
merged_way/1247287581-2-220+1,1185
merged_way/125232794-400+3,1162
merged_way/1254835017-400+1,1256
merged_way/1257622758-2-220+1,3230
merged_way/127187723-380+1,324
merged_way/127205657-220+2,3205
merged_way/127205660-220+3,3152
merged_way/127249099-1-220+8,1144
merged_way/127528723-1-220-a+2,1278
merged_way/127875102-1-400+3,2071
merged_way/127875102-2-225+1,1776
merged_way/128602096-220+2,2639
merged_way/1286792202-380+3,642
merged_way/128714156-380+2,533
merged_way/1290077791-275+2,2308
merged_way/129175345-380+2,786
merged_way/129518306-220+1,994
merged_way/130110647-1-400-b+3,1771
merged_way/130110647-2-225-a+1,2006
merged_way/130110647-2-225-b+1,1769
merged_way/130229448-220+1,21
merged_way/131293965-220+1,2629
merged_way/131472622-380+2,768
merged_way/132074206-220+1,453
merged_way/132703031-220+1,3019
merged_way/134568224-380+1,66
merged_way/135457224-400+1,1218
merged_way/135909670-400+1,3221
merged_way/137569748-400+1,1083
merged_way/138220867-380+2,925
merged_way/139014836-220+2,3207
merged_way/139305260-1-380+2,338
merged_way/139305260-2-220+2,338
merged_way/140575361-380+5,245
merged_way/142456150-225+2,1519
merged_way/142839882-1-400+1,2467
merged_way/142843254-400+1,2486
merged_way/143848416-220+1,580
merged_way/143865171-400+1,2479
merged_way/143901793-1-220+1,536
merged_way/143980167-220+3,778
merged_way/144161444-220-b+1,1006
merged_way/144232574-220+2,347
merged_way/144233437-400+10,995
merged_way/144306667-220+3,1020
merged_way/144312478-220+1,1386
merged_way/144327162-400+1,1379
merged_way/144377305-1-400+3,3229
merged_way/144377305-2-220+5,3179
merged_way/144377307-1-400+2,3244
merged_way/144377307-2-220+2,3244
merged_way/144385736-220+2,3184
merged_way/144385745-1-400+4,3183
merged_way/144385745-2-220+2,3183
merged_way/144385747-220+2,3203
merged_way/144396407-1-400+2,3185
merged_way/144396407-2-220+4,3185
merged_way/144396411-220+2,3178
merged_way/144396426-400+4,3224
merged_way/144396427-220+2,3153
merged_way/144396435-1-400+3,3230
merged_way/144396436-1-220+3,3175
merged_way/144545402-1-400+1,3186
merged_way/144545402-2-220+2,3186
merged_way/144554436-400+1,3227
merged_way/144577960-220+1,3151
merged_way/144599064-400+1,1166
merged_way/144616553-400+1,3194
merged_way/144651408-1-400+4,3209
