Line,0
merged_relation/11762422-400-b+2,141
merged_relation/1208415-380-c+1,611
merged_relation/14096017-380-b+3,128
merged_relation/14096018-380-b+5,139
merged_relation/14592471-380-b+1,270
merged_relation/14592735-380-c+1,624
merged_relation/14650683-220-a+2,158
merged_relation/1636708-380-b+1,395
merged_relation/1735055-220-a+2,291
merged_relation/1735059-220-d+2,292
merged_relation/3693986-380-c+1,652
merged_relation/3883863-380-a+1,504
merged_relation/3916226-380-c+3,159
merged_relation/3926258-380-b+1,431
merged_relation/3943784-220+1,519
merged_relation/3948325-400-a+2,160
merged_relation/5410916-380-b+1,62
merged_relation/5609696-380-a+3,202
merged_relation/5978210-220-a+1,156
merged_relation/6194778-225-b+4,1490
merged_relation/6266651-380+1,2009
merged_relation/6270034-380-c+2,1964
merged_relation/6359579-400-a+1,1440
merged_relation/6430001-400-b+1,1460
merged_relation/6879072-225+1,1088
merged_relation/69489-380-a+1,370
merged_relation/8423568-225-b+1,1014
merged_relation/8481942-225-e+4,968
merged_way/100497456-400+1,1242
merged_way/100861731-400+1,1616
merged_way/101203873-220+1,1979
merged_way/102885058-1-220+7,178
merged_way/1029008416-220+2,2011
merged_way/103881921-220+1,896
merged_way/103961903-400+1,1520
merged_way/1054310286-400+2,2251
merged_way/105623757-220+2,64
merged_way/106509511-380+2,57
merged_way/106607617-220+8,548
merged_way/106620935-1-380+1,567
merged_way/106694584-225+1,1288
merged_way/107175372-1-380+1,612
merged_way/107175372-2-220+1,612
merged_way/107686849-220+1,559
merged_way/108188242-1-220+3,406
merged_way/108388734-1-220+1,354
merged_way/109330042-1-380+8,537
merged_way/1093664414-380+7,641
merged_way/109563298-1-220+1,513
merged_way/1098393180-380+1,617
merged_way/1106689555-3-220+2,130
merged_way/1106689555-380+2,130
merged_way/111700589-220+2,976
merged_way/111963058-3-220+7,206
merged_way/111963058-380+2,224
merged_way/1122891802-400+1,2215
merged_way/112454229-1-380+2,320
merged_way/112454229-2-220+1,320
merged_way/1131127616-1-380+1,576
